4.429101505254100744e+02 5.413127229940821508e+02
8.975827625760405226e+02 4.151257197201832128e+02
2.004187467704995242e+02 1.536153402313338177e+02
5.385347875177627657e+02 2.616387506157968801e+01
7.429148021592775422e+02 5.616409716768736189e+02
4.891924103878767482e+02 7.407416175863160106e+02
8.516016687402602656e+02 1.813202609230317819e+02
2.487797547371450690e+01 8.134464211224006931e+02
7.322021807878851405e+02 3.788199133435996373e+02
3.438131838291296276e+02 6.564507573822240829e+02
7.798789624911862006e+01 4.831113576424331768e+02
3.688376028100017834e+02 6.187551462715313164e+02
3.916389406054627784e+02 9.603855619142378828e+02
1.301357604771922070e+02 9.825628236325618445e+02
5.730309538456292557e+02 7.832220247951826764e+01
6.170796203883230646e+02 2.770960239101876255e+02
7.646495637628403301e+02 9.720969078275787751e+02
8.640050045784531108e+01 3.747220670445337873e+02
2.530194410227943820e+02 7.239152693067890141e+02
7.759828446519974250e+02 3.911994977142422272e+02
8.351151332991519212e+02 7.491125699499963275e+02
8.738456904878999012e+02 3.557072756165686656e+02
5.233453206247204434e+02 2.273196416700936595e+02
9.871309487243939884e+02 4.924566613934917427e+02
4.236288088989815606e+02 5.904694976740454422e+02
1.025092177762765289e+02 1.752579909338120103e+02
5.807260535341616787e+02 7.709128606608948076e+02
7.480649041416625096e+02 2.223963698527513486e+02
7.227736354448952625e+02 4.314294352651610893e+02
5.033828027312211475e+02 5.723100237379484270e+02
3.152068277194398433e+02 8.885264877912509291e+02
5.759746405365790451e+02 7.082983589088271401e+02
7.627870506406972027e+02 1.722919478216223865e+02
4.340102615517151889e+02 7.382897879323666075e+02
9.914521036170630168e+02 9.032706675735250883e+02
5.318690169505498488e+02 7.286837256707342476e+02
5.774421676103558099e+01 6.828214528403284476e+02
8.808196718217303669e+02 5.679802112730217232e+02
2.114709751595703722e+02 9.986059544956415266e+02
2.238008774639890248e+02 3.784180053507504340e+02
5.759953074287625441e+02 2.793348802508425024e+02
3.324707971764992749e+02 5.955365306489837849e+02
7.385045779211175159e+02 3.204060701637890816e+02
2.225522688832374172e+02 7.446393111761706223e+02
1.541239442240225230e+02 5.309211585857154887e+02
4.339523530262671329e+02 9.621417398999798820e+01
3.943409695026365398e+02 4.705244600780659425e+02
5.667984214400817109e+02 4.088900540925798168e+02
3.996107500905889083e+02 8.734190118647192094e+02
2.472792015069711340e+02 2.614916413398330519e+02
7.511603229786378506e+02 9.552468309049061190e+02
2.831169198527646813e+02 1.483709947871554391e+02
9.655250733026069838e+02 9.507531052600721750e+02
8.395434597649333455e+02 5.970561458981317173e+02
9.402431516002806120e+02 7.363408613146928019e+02
9.960746856520048595e+02 4.374655644208103240e+02
6.967837181817704106e+01 9.076508341285327219e+01
5.622275399862828635e+02 2.765047170610034186e+02
8.060609614421578044e+02 4.066291233974494048e+02
6.766181741891383581e+02 4.959096724443483595e+02
9.376520984281504525e+02 8.707442574286372405e+01
1.148099039842112035e+02 1.612046951458400201e+02
4.619405203531777602e+02 4.175588705811743466e+02
8.971766506469765545e+02 1.406342312589633536e+02
5.282383758654474377e+02 7.588347683419591476e+02
5.183574560985284734e+02 5.999501365573903513e+02
2.122417110284533521e+02 9.231438296451306087e+02
5.530123954373133301e+02 2.015293038051939618e+02
3.115557558177917130e+01 6.144215210054607041e+02
7.760407036153868603e+02 8.292450214186564494e+01
1.262390169687835879e+02 8.315388261682577422e+02
8.468196253599164720e+02 9.357057385429437772e+02
4.091572569867126958e+02 5.576321140909990248e+01
2.685233479729321857e+02 6.178556701837339915e+02
5.664060726832908585e+02 2.527425628654193019e+02
5.556850323453124929e+02 3.222519412201966134e+02
3.429480691426318799e+02 1.998474399993532913e+01
6.790750166721285268e+02 8.655379005579789009e+01
1.351091259308109329e+02 9.741952801259145645e+02
1.680851454189564720e+02 8.011087180712811460e+02
9.240201707729152076e+02 7.473430029472187925e+02
8.095546842386864910e+02 4.437782063069250853e+02
8.115659918128814070e+02 2.446754227378426947e+02
